Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Top Salinity  (psu),Top Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Light Trans (% transparency) Top Sample,Top Sigma-T (kg/m3),Top Fluorometer (mg/m3),"CTD (conductivity, temperature, depth profiler) PH Top Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Top Total Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Total Phosphorus(mg/L),Top Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Top Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Top Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Top Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N9,,7/24/1952,9:45 AM,,22.2,20,,30.8,,,,,,,,,,,,,N,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,1,,,,,,-73.983333,40.568333,Permanent
N9,,8/7/1952,11:15 AM,,23.9,20,,31.85,,,,,,,,,,,,,S,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,1,0.03,1,,,,,,-73.983333,40.568333,Permanent
N9,,8/14/1952,9:50 AM,,23.9,20,,27.3,,,,,,,,,,,,,S,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,1,0.62,2,,,,,,-73.983333,40.568333,Permanent
N9,,8/28/1952,10:00 AM,,21.7,20,,28.35,,,,,,,,,,,,,S,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,1,,,,,,-73.983333,40.568333,Permanent
N9,,9/3/1952,10:15 AM,,21.7,20,,31.15,,,,,,,,,,,,,S,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,1,,,,,,-73.983333,40.568333,Permanent
N9,,9/18/1952,11:30 AM,,21.1,20,,28.35,,,,,,,,,,,,,S,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,0,0.01,1,,,,,,-73.983333,40.568333,Permanent
N9,,6/11/1953,10:05 AM,,16.7,20,,31.85,,,,,,,,,,,,,W,,,,7.6,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,6/18/1953,9:40 AM,,18.9,20,,26.6,,,,,,,,,,,,,W,,,,5.3,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,7/2/1953,9:55 AM,,20,20,,30.45,,,,,,,,,,,,,W,,,,5.9,,,1,,,,,,,,,,,,,,,,,,,,,,1,0.002,,,,,,,-73.983333,40.568333,Permanent
N9,,7/9/1953,9:30 AM,,21.1,20,,31.85,,,,,,,,,,,,,E,,,,7.5,,,0,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,-73.983333,40.568333,Permanent
N9,,8/5/1953,9:40 AM,,22.8,20,,30.45,,,,,,,,,,,,,E,,,,4.8,,,2,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,8/6/1953,9:45 AM,,22.8,20,,30.8,,,,,,,,,,,,,E,,,,5.4,,,2,,,,,,,,,,,,,,,,,,,,,,0,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,8/13/1953,9:35 AM,,24.4,20,,30.1,,,,,,,,,,,,,W,,,,4.5,,,0,,,,,,,,,,,,,,,,,,,,,,1,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,8/27/1953,10:05 AM,,23.3,20,,31.85,,,,,,,,,,,,,W,,,,5.7,,,0,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,-73.983333,40.568333,Permanent
N9,,9/3/1953,9:45 AM,,25.6,20,,29.05,,,,,,,,,,,,,S,,,,3.9,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,9/17/1953,9:50 AM,,19.4,20,,27.65,,,,,,,,,,,,,E,,,,5.2,,,10,,,,,,,,,,,,,,,,,,,,,,2,0.101,,,,,,,-73.983333,40.568333,Permanent
N9,,6/10/1954,9:30 AM,,15.6,20,,28,,,,,,,,,,,,,E,,,,7.1,,,9,,,,,,,,,,,,,,,,,,,,,,1,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,6/24/1954,9:10 AM,,20,20,,27.65,,,,,,,,,,,,,S,,,,4.8,,,9,,,,,,,,,,,,,,,,,,,,,,1,0.002,,,,,,,-73.983333,40.568333,Permanent
N9,,7/1/1954,9:30 AM,,17.8,20,,33.25,,,,,,,,,,,,,N,,,,6.6,,,3,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,7/8/1954,10:10 AM,,20,20,,29.05,,,,,,,,,,,,,S,,,,4.8,,,110,,,,,,,,,,,,,,,,,,,,,,1,0.017,,,,,,,-73.983333,40.568333,Permanent
N9,,7/29/1954,9:10 AM,,22.8,20,,33.6,,,,,,,,,,,,,S,,,,5.6,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,-73.983333,40.568333,Permanent
N9,,8/5/1954,10:25 AM,,21.7,20,,32.2,,,,,,,,,,,,,N,,,,5,,,24,,,,,,,,,,,,,,,,,,,,,,2,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,8/12/1954,10:00 AM,,18.3,20,,31.5,,,,,,,,,,,,,S,,,,6,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.023,,,,,,,-73.983333,40.568333,Permanent
N9,,9/2/1954,10:30 AM,,21.1,20,,32.9,,,,,,,,,,,,,N,,,,4.9,,,9,,,,,,,,,,,,,,,,,,,,,,1,0.009,,,,,,,-73.983333,40.568333,Permanent
N9,,9/9/1954,10:20 AM,,19.4,20,,31.85,,,,,,,,,,,,,S,,,,4.9,,,93,,,,,,,,,,,,,,,,,,,,,,1,0.023,,,,,,,-73.983333,40.568333,Permanent
N9,,9/21/1954,9:05 AM,,17.8,20,,30.1,,,,,,,,,,,,,S,,,,3.9,,,93,,,,,,,,,,,,,,,,,,,,,,4,0.027,,,,,,,-73.983333,40.568333,Permanent
N9,,6/23/1955,9:40 AM,,18.9,20,,32.55,,,,,,,,,,,,,SW,,,,7.1,,,24,,,,,,,,,,,,,,,,,,,,,,2,0.005,,,,,,,-73.983333,40.568333,Permanent
N9,,6/30/1955,9:25 AM,,20,20,,29.05,,,,,,,,,,,,,NE,,,,5,,,110,,,,,,,,,,,,,,,,,,,,,,1,0.096,,,,,,,-73.983333,40.568333,Permanent
N9,,7/7/1955,9:55 AM,,17.2,20,,33.95,,,,,,,,,,,,,W,,,,6.8,,,4,,,,,,,,,,,,,,,,,,,,,,2,0.003,,,,,,,-73.983333,40.568333,Permanent
N9,,7/28/1955,10:00 AM,,23.9,20,,31.85,,,,,,,,,,,,,SE,,,,4.5,,,9,,,,,,,,,,,,,,,,,,,,,,2,0.008,,,,,,,-73.983333,40.568333,Permanent
N9,,8/4/1955,10:05 AM,,23.9,20,,31.85,,,,,,,,,,,,,NW,,,,6.6,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.102,,,,,,,-73.983333,40.568333,Permanent
N9,,8/29/1955,9:25 AM,,22.2,20,,23.1,,,,,,,,,,,,,E,,,,4.5,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.098,,,,,,,-73.983333,40.568333,Permanent
N9,,9/1/1955,9:45 AM,,22.2,20,,31.5,,,,,,,,,,,,,SE,,,,5.4,,,9,,,,,,,,,,,,,,,,,,,,,,2,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,9/8/1955,9:30 AM,,20.6,20,,28.7,,,,,,,,,,,,,NW,,,,5.4,,,46,,,,,,,,,,,,,,,,,,,,,,2,0.009,,,,,,,-73.983333,40.568333,Permanent
N9,,9/15/1955,9:55 AM,,20,20,,31.85,,,,,,,,,,,,,SE,,,,6.7,,,1,,,,,,,,,,,,,,,,,,,,,,2,0.001,,,,,,,-73.983333,40.568333,Permanent
N9,,6/14/1956,10:10 AM,,18.3,20,,28.7,,,,,,,,,,,,,W,,,,7.3,,,4,,,,,,,,,,,,,,,,,,,,,,3,0.061,,,,,,,-73.983333,40.568333,Permanent
N9,,6/29/1956,10:05 AM,,18.9,20,,30.45,,,,,,,,,,,,,N,,,,6.6,,,46,,,,,,,,,,,,,,,,,,,,,,2,0.009,,,,,,,-73.983333,40.568333,Permanent
N9,,7/12/1956,10:20 AM,,19.4,20,,30.45,,,,,,,,,,,,,NW,,,,5.9,,,4,,,,,,,,,,,,,,,,,,,,,,2,0.003,,,,,,,-73.983333,40.568333,Permanent
N9,,7/16/1956,9:40 AM,,20,20,,28.35,,,,,,,,,,,,,E,,,,4.8,,,46,,,,,,,,,,,,,,,,,,,,,,1,0.023,,,,,,,-73.983333,40.568333,Permanent
N9,,8/2/1956,9:40 AM,,20.6,20,,29.4,,,,,,,,,,,,,SE,,,,5.1,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.022,,,,,,,-73.983333,40.568333,Permanent
N9,,8/9/1956,11:15 AM,,22.2,20,,32.9,,,,,,,,,,,,,N,,,,5.4,,,1,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,-73.983333,40.568333,Permanent
N9,,8/16/1956,9:55 AM,,22.2,20,,30.1,,,,,,,,,,,,,E,,,,5.1,,,24,,,,,,,,,,,,,,,,,,,,,,4,0.028,,,,,,,-73.983333,40.568333,Permanent
N9,,9/6/1956,11:25 AM,,23.3,20,,31.85,,,,,,,,,,,,,NE,,,,7.5,,,1,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,-73.983333,40.568333,Permanent
N9,,9/13/1956,10:10 AM,,20.6,20,,29.4,,,,,,,,,,,,,E,,,,5,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.022,,,,,,,-73.983333,40.568333,Permanent
N9,,6/13/1957,10:05 AM,,16.1,20,,32.9,,,,,,,,,,,,,W,,,,6.5,,,0,,,,,,,,,,,,,,,,,,,,,,2,0.236,,,,,,,-73.983333,40.568333,Permanent
N9,,7/3/1957,9:25 AM,,18.9,20,,31.85,,,,,,,,,,,,,NW,,,,5.7,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.226,,,,,,,-73.983333,40.568333,Permanent
N9,,7/22/1957,9:15 AM,,22.2,20,,30.1,,,,,,,,,,,,,E,,,,6.7,,,46,,,,,,,,,,,,,,,,,,,,,,2,0.214,,,,,,,-73.983333,40.568333,Permanent
N9,,8/1/1957,9:25 AM,,22.2,20,,32.2,,,,,,,,,,,,,NW,,,,5.1,,,46,,,,,,,,,,,,,,,,,,,,,,2,0.229,,,,,,,-73.983333,40.568333,Permanent
N9,,8/8/1957,10:25 AM,,22.2,20,,32.2,,,,,,,,,,,,,SE,,,,5.5,,,9,,,,,,,,,,,,,,,,,,,,,,2,0.229,,,,,,,-73.983333,40.568333,Permanent
N9,,8/22/1957,10:15 AM,,21.1,20,,32.9,,,,,,,,,,,,,S,,,,5.6,,,9,,,,,,,,,,,,,,,,,,,,,,1,0.236,,,,,,,-73.983333,40.568333,Permanent
N9,,9/16/1957,9:25 AM,,22.8,20,,32.2,,,,,,,,,,,,,W,,,,5.1,,,4,,,,,,,,,,,,,,,,,,,,,,2,0.23,,,,,,,-73.983333,40.568333,Permanent
N9,,9/19/1957,10:00 AM,,22.2,20,,31.5,,,,,,,,,,,,,E,,,,5,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.224,,,,,,,-73.983333,40.568333,Permanent
N9,,10/8/1957,10:00 AM,,16.7,20,,33.95,,,,,,,,,,,,,NW,,,,7.3,,,110,,,,,,,,,,,,,,,,,,,,,,2,0.242,,,,,,,-73.983333,40.568333,Permanent
N9,,6/12/1958,9:45 AM,,17.2,20,,26.95,,,,,,,,,,,,,E,,,,6.3,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/19/1958,10:25 AM,,13.3,20,,33.25,,,,,,,,,,,,,N,,,,7.9,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/3/1958,10:30 AM,,19.4,20,,31.85,,,,,,,,,,,,,N,,,,7.5,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/10/1958,9:50 AM,,22.2,20,,29.4,,,,,,,,,,,,,S,,,,5.9,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/17/1958,12:05 PM,,20,20,,31.15,,,,,,,,,,,,,S,,,,6.3,,,9,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/31/1958,10:55 AM,,22.8,20,,32.2,,,,,,,,,,,,,N,,,,4.4,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/7/1958,10:40 AM,,22.2,20,,30.1,,,,,,,,,,,,,SW,,,,6.6,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/14/1958,10:35 AM,,20,20,,31.15,,,,,,,,,,,,,SE,,,,5.7,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/21/1958,10:05 AM,,20,20,,30.45,,,,,,,,,,,,,SW,,,,5.2,,,15,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/28/1958,10:30 AM,,18.9,20,,32.9,,,,,,,,,,,,,SE,,,,6.2,,,23,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/4/1958,10:10 AM,,19.4,20,,31.85,,,,,,,,,,,,,NE,,,,6.7,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/8/1958,9:55 AM,,20,20,,29.05,,,,,,,,,,,,,E,,,,5,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/4/1959,10:10 AM,,17.8,20,,31.5,,,,,,,,,,,,,E,,,,6.4,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/11/1959,10:00 AM,,17.8,20,,31.5,,,,,,,,,,,,,W,,,,8.3,,,9,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/30/1959,9:40 AM,,20.6,20,,30.8,,,,,,,,,,,,,E,,,,5.2,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/6/1959,10:15 AM,,20.6,20,,33.25,,,,,,,,,,,,,E,,,,7.9,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/9/1959,10:10 AM,,20.6,20,,32.2,,,,,,,,,,,,,W,,,,6.7,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/23/1959,10:30 AM,,20,20,,32.55,,,,,,,,,,,,,NW,,,,5.6,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/3/1959,10:15 AM,,21.1,20,,32.9,,,,,,,,,,,,,E,,,,5.4,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/10/1959,10:25 AM,,21.7,20,,32.9,,,,,,,,,,,,,SW,,,,4.9,,,24,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/27/1959,9:35 AM,,22.8,20,,31.5,,,,,,,,,,,,,E,,,,3.8,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/17/1959,10:20 AM,,18.3,20,,34.3,,,,,,,,,,,,,W,,,,6.7,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/22/1959,9:55 AM,,19.4,20,,31.85,,,,,,,,,,,,,W,,,,5.9,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/24/1959,9:30 AM,,20,20,,31.85,,,,,,,,,,,,,W,,,,4.5,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/9/1960,10:05 AM,,17.2,20,,33.25,,,,,,,,,,,,,E,,,,8,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/16/1960,9:45 AM,,20,20,,24.85,,,,,,,,,,,,,S,,,,4.1,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/23/1960,10:45 AM,,18.9,20,,29.4,,,,,,,,,,,,,E,,,,8.2,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/30/1960,10:30 AM,,19.4,20,,30.45,,,,,,,,,,,,,NW,,,,8.7,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/7/1960,10:40 AM,,17.8,20,,35,,,,,,,,,,,,,S,,,,7.5,,,46,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/21/1960,10:25 AM,,22.8,20,,32.9,,,,,,,,,,,,,S,,,,7.3,,,46,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/28/1960,11:25 AM,,23.3,20,,34.65,,,,,,,,,,,,,N,,,,6.6,,,21,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/4/1960,10:20 AM,,21.1,20,,32.55,,,,,,,,,,,,,S,,,,4.8,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/11/1960,11:50 AM,,22.2,20,,33.25,,,,,,,,,,,,,NW,,,,6.5,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/18/1960,10:35 AM,,22.8,20,,30.1,,,,,,,,,,,,,E,,,,5,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/25/1960,11:00 AM,,21.1,20,,33.6,,,,,,,,,,,,,NE,,,,7.2,,,21,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/1/1960,10:35 AM,,23.3,20,,29.75,,,,,,,,,,,,,E,,,,4.4,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/8/1960,10:55 AM,,22.2,20,,34.3,,,,,,,,,,,,,E,,,,7.4,,,46,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/8/1961,11:00 AM,,15,20,,29.4,,,,,,,,,,,,,E,,,,7.2,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/15/1961,10:40 AM,,14.4,20,,34.65,,,,,,,,,,,,,W,,,,8.3,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/22/1961,10:45 AM,,16.7,20,,29.05,,,,,,,,,,,,,W,,,,7.2,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/29/1961,10:50 AM,,18.3,20,,31.5,,,,,,,,,,,,,SL,,,,7.8,,,24,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/13/1961,11:00 AM,,19.4,20,,33.25,,,,,,,,,,,,,W,,,,7.5,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/20/1961,10:55 AM,,22.2,20,,30.1,,,,,,,,,,,,,W,,,,6.5,,,15,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/27/1961,10:45 AM,,20,20,,35,,,,,,,,,,,,,E,,,,7.1,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/3/1961,11:55 AM,,21.1,20,,28.7,,,,,,,,,,,,,W,,,,5.6,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/10/1961,10:45 AM,,24.4,20,,32.9,,,,,,,,,,,,,E,,,,7,,,240,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/17/1961,10:35 AM,,20.6,20,,35,,,,,,,,,,,,,W,,,,6.2,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/24/1961,10:35 AM,,21.1,20,,33.95,,,,,,,,,,,,,W,,,,5.5,,,24,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/31/1961,11:15 AM,,22.8,20,,31.5,,,,,,,,,,,,,W,,,,5.5,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/7/1961,1:30 PM,,23.3,20,,30.45,,,,,,,,,,,,,E,,,,5.8,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/7/1962,10:35 AM,,17.2,20,,32.9,,,,,,,,,,,,,W,,,,6.8,,,15,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/14/1962,10:15 AM,,15.6,20,,30.8,,,,,,,,,,,,,E,,,,6.5,,,24,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/21/1962,10:35 AM,,18.3,20,,34.3,,,,,,,,,,,,,W,,,,7,,,46,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/5/1962,10:00 AM,,21.7,20,,31.15,,,,,,,,,,,,,W,,,,6.7,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/12/1962,10:00 AM,,20.6,20,,29.4,,,,,,,,,,,,,E,,,,5.4,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/19/1962,10:20 AM,,20.6,20,,33.25,,,,,,,,,,,,,W,,,,5.7,,,9,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/26/1962,10:15 AM,,22.2,20,,32.9,,,,,,,,,,,,,E,,,,4.7,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/2/1962,10:30 AM,,19.4,20,,34.65,,,,,,,,,,,,,W,,,,6.9,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/9/1962,10:00 AM,,21.7,20,,31.15,,,,,,,,,,,,,W,,,,4.5,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/15/1962,10:15 AM,,21.1,20,,35,,,,,,,,,,,,,SL,,,,6,,,24,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/23/1962,10:05 AM,,21.7,20,,32.9,,,,,,,,,,,,,E,,,,4.4,,,110,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/30/1962,10:10 AM,,21.7,20,,35,,,,,,,,,,,,,E,,,,5.5,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.983333,40.568333,Permanent
N9,,9/6/1962,10:20 AM,,20,20,,31.85,,,,,,,,,,,,,W,,,,4.4,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/13/1963,10:10 AM,,17.2,20,,29.75,,,,,,,,,,,,,W,,,,5.4,,,46,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,6/27/1963,10:05 AM,,17.8,20,,34.3,,,,,,,,,,,,,W,,,,7.2,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/11/1963,10:15 AM,,18.3,20,,32.9,,,,,,,,,,,,,W,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/18/1963,10:15 AM,,21.7,20,,32.9,,,,,,,,,,,,,E,,,,6,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/22/1963,11:00 AM,,20,20,,35,,,,,,,,,,,,,W,,,,6.9,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,7/29/1963,9:10 AM,,23.3,20,,30.45,,,,,,,,,,,,,E,,,,4.9,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/1/1963,10:10 AM,,22.8,20,,31.5,,,,,,,,,,,,,E,,,,5.8,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/5/1963,11:55 AM,,20,20,,34.65,,,,,,,,,,,,,E,,,,6.2,,,24,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/12/1963,10:30 AM,,20.6,20,,33.25,,,,,,,,,,,,,W,,,,5.7,,,110,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/19/1963,10:30 AM,,16.7,20,,33.95,,,,,,,,,,,,,E,,,,6.2,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
N9,,8/26/1963,10:20 AM,,18.9,20,,31.85,,,,,,,,,,,,,W,,,,5.8,,,110,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,-73.983333,40.568333,Permanent
